FECHA,DEPARTAMENTO,MUNICIPIO,DIA ,HORA,BARRIO,ZONA,CLASE SITIO,EDAD,GENERO,CLASE BIEN,MARCA BIEN,LINEA,MODELO,COLOR,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,ESTADO CIVIL,PROFESIONES,ESCOLARIDAD,CODIGO DANE,2014
06/09/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:50,BOCHICA E-10,URBANA,VIAS PUBLICAS,51,MASCULINO,AUTOMOVIL,MAZDA,6,2004,AZUL,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,VALLE,CALI (CT),Sábado,12:00,PANCE E22,URBANA,VIAS PUBLICAS,37,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2013,NEGRO,LLAVE MAESTRA,A PIE,A PIE,CASADO,LICENCIADO,SUPERIOR,76001000,1
12/10/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,22:30,PIO XII E-8,URBANA,FRENTE CONJUNTO NO REPORTADO VIA PUBLICA,68,MASCULINO,AUTOMOVIL,CHEVROLET,SWIFT,2002,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12:00,DIANA TURBAY E-18,URBANA,FRENTE CONJUNTO NO REPORTADO VIA PUBLICA,30,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK,2012,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,11001000,1
09/07/2014 12:00:00 AM,VALLE,DAGUA,Miércoles,1:30,Ricaurte,URBANA,VIAS PUBLICAS,44,MASCULINO,CAMIONETA,CHEVROLET,N300,2011,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76233000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:15,ARBORIZADORA ALTA E-19,URBANA,VIAS PUBLICAS,39,MASCULINO,AUTOMOVIL,CHEVROLET,CHEVETTE,1987,VERDE OSCURO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
06/04/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:15,LIBERTADOR SUR E-18,URBANA,VIAS PUBLICAS,31,MASCULINO,AUTOMOVIL,MAZDA,3,2007,PLATA,ARMA DE FUEGO,VEHICULO,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
06/07/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,9:00,SIMON BOLIVAR E-12,URBANA,VIAS PUBLICAS,32,FEMENINO,AUTOMOVIL,KIA,PICANTO,2013,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,11001000,1
,ANTIOQUIA,RETIRO,Miércoles,17:40,EL CHUSCAL,RURAL,FINCAS Y SIMILARES,34,MASCULINO,MONTACARGA,CATERPILLAR,NO REPORTADO,0,NO REPORTADO,LLAVE MAESTRA,NO REPORTADO,NO REPORTADO,SOLTERO,NO REPORTADO,SECUNDARIA,5607000,1
,ANTIOQUIA,ITAGUI,Miércoles,9:30,SANTA MARIA # 1,URBANA,VIAS PUBLICAS,45,MASCULINO,CAMION,CHEVROLET,NKR,2007,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5360000,1
,CUNDINAMARCA,TOCAIMA,Sábado,17:40,VER. MALBERTO,RURAL,VIAS PUBLICAS,31,MASCULINO,CAMION,CHEVROLET,NPR TURBO CAMIÓN,2008,AZUL,ARMA DE FUEGO,A PIE,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,25815000,1
,ANTIOQUIA,MEDELLÍN (CT),Sábado,2:00,LA MILAGROSA  C-9,RURAL,VIAS PUBLICAS,49,MASCULINO,AUTOMOVIL,MAZDA,323,1994,BEIGE,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,ATLÁNTICO,SABANALARGA,Martes,16:00,MOLINEROS,RURAL,CARRETERA,41,MASCULINO,CAMION,CHEVROLET,FRR,2013,BLANCO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,8638000,1
,ANTIOQUIA,MEDELLÍN (CT),Jueves,12:30,SIMON BOLIVAR C-12,URBANA,VIAS PUBLICAS,21,MASCULINO,AUTOMOVIL,RENAULT,STEPWAY,2012,AZUL,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
10/03/2014 12:00:00 AM,ANTIOQUIA,BELLO,Lunes,19:30,LA CABAÑITA,URBANA,VIAS PUBLICAS,22,FEMENINO,AUTOMOVIL,MAZDA,2,2013,PLATA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5088000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,19:30,ARBORIZADORA BAJA E-19,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,65,MASCULINO,AUTOMOVIL,RENAULT,R12,1980,AMARILLO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Martes,10:25,CAMPO VALDES 1  C-4,URBANA,VIAS PUBLICAS,55,MASCULINO,TAXI,HYUNDAI,ATOS,2006,AMARILLO TRANSITO,ARMA DE FUEGO,A PIE,CONDUCTOR TAXI,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,23:30,HIPOTECHO OCCIDENTAL E-8,URBANA,VIAS PUBLICAS,34,MASCULINO,AUTOMOVIL,KIA,PICANTO,2013,CAFE,ARMA DE FUEGO,VEHICULO,VEHICULO,SOLTERO,TRABAJADOR SOCIAL,SUPERIOR,11001000,1
08/01/2014 12:00:00 AM,GUAJIRA,MAICAO,Miércoles,1:45,TORRES DE MAJAYURA,URBANA,CASAS DE HABITACION,37,MASCULINO,CAMIONETA,TOYOTA,LAND CRUSER,2000,BLANCO,ARMA DE FUEGO,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,44430000,1
05/04/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,13:00,SAN JORGE CENTRAL E-16,URBANA,VIAS PUBLICAS,22,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK GO!,2009,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,11001000,1
,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,2:45,EL BOSQUE,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,29,MASCULINO,TAXI,HYUNDAI,NO REPORTADO,2012,AMARILLO,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,UNION LIBRE,NO REPORTADO,PRIMARIA,8001000,1
,ANTIOQUIA,MEDELLÍN (CT),Martes,7:00,PROGRESO C-5,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,39,FEMENINO,CAMIONETA,CHEVROLET,LUV 2.0,1987,ROJO,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,ANTIOQUIA,ITAGUI,Miércoles,15:40,SAN FERNANDO,URBANA,VIAS PUBLICAS,51,MASCULINO,FURGON,CHEVROLET,NNR,2010,BLANCO,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,PRIMARIA,5360000,1
02/03/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,11:20,SAN FERNANDO E-12,URBANA,VIAS PUBLICAS,50,MASCULINO,TAXI,HYUNDAI,ACCENT,2002,BLANCO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,VIUDO,NO REPORTADO,SECUNDARIA,11001000,1
01/02/2014 12:00:00 AM,CALDAS,MANIZALES (CT),Sábado,19:45,VILLA CARMENZA,URBANA,VIAS PUBLICAS,50,FEMENINO,AUTOMOVIL,HYUNDAI,NO REPORTADO,,NO REPORTADO,NO REPORTADO,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,17001000,1
04/09/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,6:30,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,54,MASCULINO,CAMIONETA,CHEVROLET,LUV 2.2,2000,PLATA NIQUEL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:00,SUBA CENTRO E-11,URBANA,FRENTE CONJUNTO NO REPORTADO VIA PUBLICA,36,FEMENINO,AUTOMOVIL,CHEVROLET,SPRINT,1993,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,11001000,1
,ANTIOQUIA,ENVIGADO,Sábado,22:50,PONTEVEDRA,URBANA,VIAS PUBLICAS,33,MASCULINO,AUTOMOVIL,VOLKSWAGEN,BORA GLI,2009,NEGRO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,CASADO,NO REPORTADO,SECUNDARIA,5266000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,11:30,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,45,FEMENINO,AUTOMOVIL,MAZDA,323,1988,STRATO PLATA,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
07/05/2014 12:00:00 AM,CUNDINAMARCA,SIBATÉ,Miércoles,20:00,PABLO NERUDA,URBANA,VIAS PUBLICAS,54,MASCULINO,AUTOMOVIL,MAZDA,323,1993,VERDE,CONTUNDENTES,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,25740000,1
09/09/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,15:45,LAURELES C-11,URBANA,VIAS PUBLICAS,55,MASCULINO,AUTOMOVIL,CHEVROLET,SPARK GO!,2009,NEGRO,ARMA DE FUEGO,A PIE,VEHICULO,SEPARADO,TECNOLOGO COMERCIAL,TECNOLOGO,5001000,1
01/07/2014 12:00:00 AM,ANTIOQUIA,BELLO,Martes,20:30,LA CABAÑITA,URBANA,VIAS PUBLICAS,35,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK GT,2012,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,SOLTERO,NO REPORTADO,PRIMARIA,5088000,1
,NORTE DE SANTANDER,VILLA DEL ROSARIO,Sábado,23:00,BARRIO LAS MARGARITAS (VILLA DEL ROSARIO,URBANA,VIAS PUBLICAS,68,MASCULINO,AUTOMOVIL,MAZDA,323,,AZUL,LLAVE MAESTRA,VEHICULO,A PIE,CASADO,NO REPORTADO,SECUNDARIA,54874000,1
12/07/2014 12:00:00 AM,VALLE,CALI (CT),Sábado,18:45,VALLE DEL LILI E17,URBANA,VIAS PUBLICAS,27,MASCULINO,AUTOMOVIL,HYUNDAI,I10,2012,PLATA,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,76001000,1
04/01/2014 12:00:00 AM,ANTIOQUIA,COPACABANA,Sábado,4:10,LA ASUNCION,RURAL,BOMBA DE GASOLINA,33,MASCULINO,BUSETA,CHEVROLET,NPR,,NARANJA,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5212000,1
,ANTIOQUIA,MEDELLÍN (CT),Jueves,18:00,LOPEZ DE MESA C-7,URBANA,VIAS PUBLICAS,28,MASCULINO,AUTOMOVIL,RENAULT,TWINGO,2013,ROJO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
07/12/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,13:30,LA PEPITA E-14,URBANA,VIAS PUBLICAS,35,MASCULINO,CAMIONETA,CHEVROLET,LUV DIESEL,2004,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,ORTODONCISTA,SUPERIOR,11001000,1
,BOLÍVAR,CARTAGENA (CT),Viernes,0:20,ALTO BOSQUE,URBANA,VIAS PUBLICAS,33,MASCULINO,AUTOMOVIL,MAZDA,3,,NEGRO,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,TECNICO EN CONTABILIDAD,TECNICO,13001000,1
,VALLE,CALI (CT),Sábado,0:15,SANTA ISABEL E19,URBANA,VIAS PUBLICAS,49,MASCULINO,CAMIONETA,MAZDA,B2600,2005,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,SUPERIOR,76001000,1
11/05/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:30,VENECIA E-6,URBANA,VIAS PUBLICAS,68,MASCULINO,AUTOMOVIL,RENAULT,R9,1989,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,PRIMARIA,11001000,1
,NARIÑO,PASTO (CT),Sábado,20:00,PALERMO,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,29,MASCULINO,AUTOMOVIL,MAZDA,LINEA STANDARD,2001,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,52001000,1
11/05/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:40,PORTAL DE LA VEGA E-5,URBANA,VIAS PUBLICAS,34,MASCULINO,AUTOMOVIL,HYUNDAI,ATOS,1998,AZUL,PUNZANTES,A PIE,A PIE,UNION LIBRE,NO REPORTADO,TECNICO,11001000,1
01/06/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,14:15,URB. LA ALQUERÍA E-16,URBANA,VIAS PUBLICAS,52,MASCULINO,AUTOMOVIL,CHEVROLET,SPARK,2012,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,11001000,1
10/10/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,13:50,NARIÑO SUR E-4,URBANA,VIAS PUBLICAS,61,FEMENINO,MICROBUS,IVECO,LINEA STANDARD,2007,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
03/07/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,2:00,BELALCAZAR C-5,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,43,MASCULINO,AUTOMOVIL,RENAULT,R12,1979,BEIGE,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
10/12/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,7:00,FLORALIA E-8,URBANA,VIAS PUBLICAS,57,MASCULINO,CAMIONETA,NISSAN,MURANO,2004,DORADO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,11001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:05,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,57,MASCULINO,CAMPERO,MITSUBISHI,LINEA STANDARD,1998,ROJO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
05/03/2014 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Miércoles,20:30,LORENA C-11,URBANA,VIAS PUBLICAS,55,FEMENINO,AUTOMOVIL,MITSUBISHI,MONTERO,0,BLANCO,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,10:30,OLAYA E-18,URBANA,VIAS PUBLICAS,38,FEMENINO,AUTOMOVIL,HYUNDAI,ATOS,2005,PLATA,LLAVE MAESTRA,A PIE,A PIE,CASADO,ADMINISTRADOR DE EMPRESAS,SUPERIOR,11001000,1
,VALLE,CALI (CT),Miércoles,12:50,EL CEDRO E19,URBANA,VIAS PUBLICAS,48,MASCULINO,CAMIONETA,FORD,RANGER XLT 4X4 DOBLE CABINA,2013,BLANCO,ARMA DE FUEGO,VEHICULO,A PIE,CASADO,NO REPORTADO,SECUNDARIA,76001000,1
,ANTIOQUIA,MEDELLÍN (CT),Jueves,12:30,BOLIVARIANA C-11,URBANA,VIAS PUBLICAS,27,FEMENINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2006,PLATA,LLAVE MAESTRA,A PIE,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,ANTIOQUIA,LA ESTRELLA,Miércoles,12:40,CAMILO TORRES,URBANA,VIAS PUBLICAS,26,MASCULINO,AUTOMOVIL,FORD,ECOSPORT  2000,2009,GRIS PLATINO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SUPERIOR,5380000,1
,ANTIOQUIA,BELLO,Sábado,22:22,PANAMERICANO,URBANA,VIAS PUBLICAS,39,MASCULINO,AUTOMOVIL,HYUNDAI,ATOS,2011,PLATEADO,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5088000,1
,ANTIOQUIA,MEDELLÍN (CT),Viernes,13:00,LAURELES C-11,URBANA,VIAS PUBLICAS,42,MASCULINO,AUTOMOVIL,SUZUKI,GRAND VITARA SZ,2008,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,ADMINISTRADOR DE EMPRESAS,SUPERIOR,5001000,1
12/04/2014 12:00:00 AM,CUNDINAMARCA,SOACHA,Sábado,6:30,EL ALTICO,URBANA,VIAS PUBLICAS,39,FEMENINO,CAMION,CHEVROLET,KODIAC,2004,ROJO,ARMA DE FUEGO,A PIE,VEHICULO,DIVORCIADO,NO REPORTADO,SECUNDARIA,25754000,1
,ANTIOQUIA,BELLO,Lunes,14:30,LA CABAÑITA,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,26,MASCULINO,AUTOMOVIL,MAZDA,323,1991,GRIS,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5088000,1
02/10/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,23:00,BONANZA E-10,URBANA,VIAS PUBLICAS,27,MASCULINO,AUTOMOVIL,RENAULT,SANDERO,2012,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,SOLTERO,INGENIERO INDUSTRIAL,SUPERIOR,11001000,1
,ARAUCA,TAME,Miércoles,15:30,VEREDA PUEBLO NUEVO,RURAL,CARRETERA,52,MASCULINO,CAMIONETA,JAC,LINEA STANDARD,2014,GRIS,ARMA DE FUEGO,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,81794000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,23:30,URB. VILLA ALSACIA E-8,URBANA,VIAS PUBLICAS,25,MASCULINO,TRACTOMULA,KENWORTH,LINEA STANDARD,2012,BLANCO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
02/04/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,14:50,PERDOMO E-19,URBANA,FRENTE CONJUNTO NO REPORTADO VIA PUBLICA,48,MASCULINO,CAMIONETA,MAZDA,B2600,2005,BLANCO,CONTUNDENTES,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,TOLIMA,VENADILLO,Domingo,22:40,VRDA. LA SIERRA,RURAL,VIAS PUBLICAS,50,MASCULINO,CAMION,CHEVROLET,FTR CAMIÓN,2009,VERDE OSCURO,LLAVE MAESTRA,VEHICULO,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,73861000,1
,ANTIOQUIA,BELLO,Jueves,22:30,LA CABAÑITA,RURAL,VIAS PUBLICAS,33,MASCULINO,VEHICULO NO IDENTIFICADO,RENAULT,MEGANE II 2.0 SEDÁN 16V AUT,2007,VERDE,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,ANALFABETA,5088000,1
12/12/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,1:00,LIBERTADOR SUR E-18,URBANA,VIAS PUBLICAS,29,MASCULINO,AUTOMOVIL,CHEVROLET,CHEVETTE,1988,ROJO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
,NORTE DE SANTANDER,CÚCUTA (CT),Lunes,5:00,BARRIO SAN LUIS,URBANA,VIAS PUBLICAS,40,MASCULINO,CAMPERO,TOYOTA,LAND CRUISER FZJ78L CABINADO,,VERDE,LLAVE MAESTRA,VEHICULO,A PIE,SOLTERO,NO REPORTADO,SECUNDARIA,54001000,1
10/12/2014 12:00:00 AM,VALLE,YUMBO,Miércoles,9:00,SECTOR INDUSTRIAL ACOPI  (25-2),URBANA,PARQUEADERO,34,MASCULINO,AUTOMOVIL,CHEVROLET,AVEO 1.4,2006,BLANCO,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SUPERIOR,76892000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,22:15,SANTA MATILDE I SECTOR E-16,URBANA,GARAJE,40,MASCULINO,CAMIONETA,FORD,RANGER,2011,BLANCO,LLAVE MAESTRA,A PIE,NO REPORTADO,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
07/12/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,11:15,OLAYA E-18,URBANA,VIAS PUBLICAS,44,MASCULINO,AUTOMOVIL,RENAULT,R4,1991,AZUL,LLAVE MAESTRA,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
,ATLÁNTICO,BARRANQUILLA (CT),Martes,18:30,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,51,MASCULINO,CAMIONETA,MITSUBISHI,LINEA STANDARD,2007,AZUL BALTICO,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,8001000,1
,ANTIOQUIA,MEDELLÍN (CT),Lunes,19:15,LOS ALPES C-16,URBANA,VIAS PUBLICAS,37,FEMENINO,AUTOMOVIL,KIA,PICANTO,2014,GRIS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,VEHICULO,SOLTERO,NO REPORTADO,SECUNDARIA,5001000,1
,VALLE,CALI (CT),Miércoles,21:40,EL INGENIO E17,URBANA,VIAS PUBLICAS,25,FEMENINO,AUTOMOVIL,HYUNDAI,I10,2012,BLANCO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,TECNICO,76001000,1
11/12/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:40,OLAYA E-18,URBANA,VIAS PUBLICAS,55,FEMENINO,AUTOMOVIL,CHEVROLET,SPARK,2006,AZUL,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,LICENCIADO,SUPERIOR,11001000,1
,VALLE,YUMBO,Miércoles,20:21,URIBE E25,URBANA,VIAS PUBLICAS,46,MASCULINO,AUTOMOVIL,KIA,SEPHIA,2014,BLANCO,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,76892000,1
,VALLE,CALI (CT),Lunes,7:30,SAN MARINO E7,URBANA,VIAS PUBLICAS,37,MASCULINO,CAMION,CHEVROLET,FTR CAMIÓN,2007,BLANCO,LLAVE MAESTRA,A PIE,A PIE,DIVORCIADO,NO REPORTADO,SECUNDARIA,76001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:50,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,35,FEMENINO,CAMIONETA,CHEVROLET,CAPTIVA SPORT 2400,2009,VERDE,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,ADMINISTRADOR DE EMPRESAS,SUPERIOR,11001000,1
08/07/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,21:00,EL PORVENIR E-7,URBANA,FRENTE CONJUNTO NO REPORTADO VIA PUBLICA,38,MASCULINO,AUTOMOVIL,MAZDA,323,1988,ROJO,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,NO REPORTADO,PRIMARIA,11001000,1
,ATLÁNTICO,BARRANQUILLA (CT),Sábado,14:50,LOS ANDES,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,24,MASCULINO,AUTOMOVIL,CHEVROLET,SPRINT,1997,BLANCO,LLAVE MAESTRA,A PIE,VEHICULO,UNION LIBRE,INGENIERO,SUPERIOR,8001000,1
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,20:00,LAS DELICIAS   E-8,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,35,MASCULINO,AUTOMOVIL,HYUNDAI,ATOS,2007,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
,ANTIOQUIA,MEDELLÍN (CT),Jueves,4:00,CORDOBA C-7,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,25,FEMENINO,AUTOMOVIL,RENAULT,R9,1997,ROJO,LLAVE MAESTRA,A PIE,VEHICULO,CASADO,NO REPORTADO,SECUNDARIA,5001000,1
05/09/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:30,LA MACARENA E-3,URBANA,VIAS PUBLICAS,24,MASCULINO,AUTOMOVIL,KIA,PICANTO 1.1 EX AUT,2013,GRIS,LLAVE MAESTRA,A PIE,A PIE,SOLTERO,PUBLICISTA,SUPERIOR,11001000,1
11/07/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,6:00,PERDOMO E-19,URBANA,VIAS PUBLICAS,42,MASCULINO,VOLQUETA,INTERNACIONAL,LINEA STANDARD,2013,AMARILLO,ARMA DE FUEGO,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,11001000,1
08/06/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:00,SANTA CATALINA E-8,URBANA,FRENTE A RESIDENCIAS NO REPORTADO VIA PUBLICA,45,FEMENINO,AUTOMOVIL,RENAULT,R9,1995,AZUL,LLAVE MAESTRA,A PIE,A PIE,UNION LIBRE,NO REPORTADO,SECUNDARIA,11001000,1
08/07/2014 12:00:00 AM,NARIÑO,PASTO (CT),Martes,20:20,SAN IGNACIO,URBANA,VIAS PUBLICAS,43,MASCULINO,AUTOMOVIL,CHEVROLET,VITARA,1997,AZUL,CONTUNDENTES,A PIE,A PIE,CASADO,NO REPORTADO,SECUNDARIA,52001000,1
